"","Date","Type","Price","Landsize","BuildingArea","Rooms","Bathroom","Car","YearBuilt","Distance","Regionname","Propertycount"
"24520","14/10/2017","h",555000,NA,NA,3,NA,NA,NA,"16.3","Northern Metropolitan","8279"
"24521","14/10/2017","h",760000,604,NA,3,1,2,NA,"16.3","Northern Metropolitan","8279"
"24522","14/10/2017","h",685500,555,150,3,2,1,1960,"16.3","Northern Metropolitan","8279"
"24523","14/10/2017","h",1051500,NA,NA,3,NA,NA,NA,"12.7","Northern Metropolitan","4168"
"24524","14/10/2017","t",NA,NA,NA,3,NA,NA,NA,"6.4","Western Metropolitan","3873"
"24525","14/10/2017","t",685000,NA,NA,2,NA,NA,NA,"6.4","Western Metropolitan","3873"
"24526","14/10/2017","u",407000,NA,NA,2,NA,NA,NA,"6.4","Western Metropolitan","3873"
"24527","14/10/2017","t",715000,210,NA,2,1,2,2004,"6.4","Western Metropolitan","3873"
"24528","14/10/2017","h",NA,NA,NA,4,2,2,NA,"8.4","Southern Metropolitan","8801"
"24529","14/10/2017","h",1180000,NA,NA,3,NA,NA,NA,"8.4","Southern Metropolitan","8801"
"24530","14/10/2017","h",1307500,NA,122,3,1,1,1925,"8.4","Southern Metropolitan","8801"
"24531","14/10/2017","u",460000,NA,NA,2,NA,NA,NA,"4.3","Western Metropolitan","4918"
"24532","14/10/2017","h",1190000,476,212,4,2,2,2001,"4.3","Western Metropolitan","4918"
"24533","14/10/2017","h",1850000,NA,174,3,2,3,1950,"11.4","Southern Metropolitan","2397"
"24534","14/10/2017","u",405000,NA,NA,3,NA,NA,NA,"17.4","Northern Metropolitan","4704"
"24535","14/10/2017","u",470000,NA,NA,1,NA,NA,NA,"0","Northern Metropolitan","17496"
"24536","14/10/2017","u",450000,NA,NA,1,NA,NA,NA,"0","Northern Metropolitan","17496"
"24537","14/10/2017","u",820000,NA,NA,2,NA,NA,NA,"0","Northern Metropolitan","17496"
"24538","14/10/2017","u",480000,NA,NA,1,NA,NA,NA,"0","Northern Metropolitan","17496"
"24539","14/10/2017","u",NA,NA,NA,3,NA,NA,NA,"0","Northern Metropolitan","17496"
"24540","14/10/2017","u",1470000,NA,NA,3,NA,NA,NA,"0","Northern Metropolitan","17496"
"24541","14/10/2017","h",396000,534,100,3,1,NA,1985,"31.7","Western Victoria","3600"
"24542","14/10/2017","h",450000,605,104,3,1,2,1985,"29.8","Western Victoria","4718"
"24543","14/10/2017","h",420000,589,NA,4,2,2,NA,"29.8","Western Victoria","4718"
"24544","14/10/2017","h",398000,NA,115,3,1,2,1985,"29.8","Western Victoria","4718"
"24545","14/10/2017","h",328500,NA,NA,2,NA,NA,NA,"29.8","Western Victoria","4718"
"24546","14/10/2017","h",530000,601,173,4,2,2,2012,"31.7","Northern Victoria","6065"
"24547","14/10/2017","h",630000,888,210,4,2,2,2007,"31.7","Northern Victoria","6065"
"24548","14/10/2017","h",950000,590,144,4,2,2,1970,"20","South-Eastern Metropolitan","6162"
"24549","14/10/2017","u",NA,NA,NA,2,NA,NA,NA,"20","South-Eastern Metropolitan","6162"
"24550","14/10/2017","h",1100000,NA,NA,4,NA,NA,NA,"20","South-Eastern Metropolitan","6162"
"24551","14/10/2017","h",1800000,741,141,4,3,2,1935,"20","South-Eastern Metropolitan","6162"
"24552","14/10/2017","t",725000,NA,NA,2,NA,NA,NA,"20","South-Eastern Metropolitan","6162"
"24553","14/10/2017","h",NA,740,NA,2,1,2,NA,"20","South-Eastern Metropolitan","6162"
"24554","14/10/2017","h",590000,NA,172,4,2,2,2010,"25.9","Northern Metropolitan","5812"
"24555","14/10/2017","h",460000,212,100,3,2,1,2014,"25.9","Northern Metropolitan","5812"
"24556","14/10/2017","h",517500,400,140,4,2,2,2012,"25.9","Northern Metropolitan","5812"
"24557","14/10/2017","h",6370000,476,279,4,3,3,1893,"3","Southern Metropolitan","2019"
"24558","14/10/2017","h",660000,537,132,3,2,1,1980,"17.9","Northern Metropolitan","10529"
"24559","14/10/2017","h",560000,NA,160,3,2,0,1985,"17.9","Northern Metropolitan","10529"
"24560","14/10/2017","h",635000,NA,NA,2,NA,NA,NA,"17.2","Eastern Metropolitan","6871"
"24561","14/10/2017","h",1451000,NA,187,4,2,2,1964,"17.2","Eastern Metropolitan","6871"
"24562","14/10/2017","h",1705000,699,250,4,2,2,NA,"17.2","Eastern Metropolitan","6871"
"24563","14/10/2017","t",NA,NA,NA,4,NA,NA,NA,"17.2","Eastern Metropolitan","6871"
"24564","14/10/2017","h",993000,703,NA,4,2,2,NA,"17.2","Eastern Metropolitan","6871"
"24565","14/10/2017","h",1104000,371,148,3,2,2,2016,"17.2","Eastern Metropolitan","6871"
"24566","14/10/2017","h",NA,586,163,4,1,2,1950,"10.2","Eastern Metropolitan","2079"
"24567","14/10/2017","u",490000,NA,NA,3,NA,NA,NA,"16.2","Eastern Metropolitan","3891"
"24568","14/10/2017","h",841000,476,110,3,1,2,1970,"16.2","Eastern Metropolitan","3891"
"24569","14/10/2017","h",1000000,NA,NA,4,1,2,NA,"6.2","Western Metropolitan","6232"
"24570","14/10/2017","u",660000,NA,NA,2,NA,NA,NA,"6.2","Western Metropolitan","6232"
"24571","14/10/2017","h",792000,226,NA,2,1,1,NA,"6.2","Western Metropolitan","6232"
"24572","14/10/2017","u",610000,NA,NA,3,NA,NA,NA,"6.2","Western Metropolitan","6232"
"24573","14/10/2017","h",976000,326,NA,3,1,NA,NA,"6.2","Western Metropolitan","6232"
"24574","14/10/2017","u",1100000,NA,NA,3,NA,NA,NA,"6.2","Western Metropolitan","6232"
"24575","14/10/2017","h",728000,913,NA,4,2,2,NA,"26.5","Eastern Victoria","8280"
"24576","14/10/2017","h",NA,NA,NA,5,2,1,NA,"26.5","Eastern Victoria","8280"
"24577","14/10/2017","u",577000,NA,NA,2,NA,NA,NA,"21.5","South-Eastern Metropolitan","3650"
"24578","14/10/2017","h",1775000,762,307,4,2,1,1960,"14.2","Eastern Metropolitan","13366"
"24579","14/10/2017","h",950000,864,NA,3,1,2,NA,"14.2","Eastern Metropolitan","13366"
"24580","14/10/2017","t",1275000,NA,NA,4,NA,NA,NA,"14.2","Eastern Metropolitan","13366"
"24581","14/10/2017","h",1650000,878,208,4,3,4,1980,"14.2","Eastern Metropolitan","13366"
"24582","14/10/2017","h",1651000,NA,NA,3,2,2,NA,"14.2","Eastern Metropolitan","13366"
"24583","14/10/2017","h",1360000,NA,NA,3,1,1,NA,"14.2","Eastern Metropolitan","13366"
"24584","14/10/2017","h",2820000,695,487,5,5,2,2016,"14.2","Eastern Metropolitan","13366"
"24585","14/10/2017","h",1472000,NA,NA,4,2,2,NA,"14.2","Eastern Metropolitan","13366"
"24586","14/10/2017","h",1375000,843,140,3,1,1,1950,"14.2","Eastern Metropolitan","13366"
"24587","14/10/2017","h",NA,848,184,5,2,2,1960,"14.2","Eastern Metropolitan","13366"
"24588","14/10/2017","t",NA,148,135,3,2,1,2013,"18.8","South-Eastern Metropolitan","7113"
"24589","14/10/2017","h",1000000,653,207,4,2,0,1960,"18.8","South-Eastern Metropolitan","7113"
"24590","14/10/2017","h",860000,687,NA,3,1,2,NA,"18.8","South-Eastern Metropolitan","7113"
"24591","14/10/2017","t",NA,NA,NA,2,NA,NA,NA,"10.1","Southern Metropolitan","4442"
"24592","14/10/2017","u",823000,NA,NA,2,NA,NA,NA,"10.1","Southern Metropolitan","4442"
"24593","14/10/2017","t",790000,NA,NA,3,NA,NA,NA,"6.2","Western Metropolitan","5498"
"24594","14/10/2017","h",1020000,NA,NA,3,1,1,NA,"6.2","Western Metropolitan","5498"
"24595","14/10/2017","h",1017500,226,122,2,1,1,1890,"6.2","Western Metropolitan","5498"
"24596","14/10/2017","h",640000,NA,93,3,1,1,1950,"22.7","South-Eastern Metropolitan","11806"
"24597","14/10/2017","u",NA,NA,NA,2,NA,NA,NA,"22.7","South-Eastern Metropolitan","11806"
"24598","14/10/2017","h",1480000,133,200,3,2,NA,NA,"1.8","Northern Metropolitan","6821"
"24599","14/10/2017","h",1470000,NA,NA,2,NA,NA,NA,"1.8","Northern Metropolitan","6821"
"24600","14/10/2017","u",542500,NA,NA,2,NA,NA,NA,"5.3","Northern Metropolitan","11364"
"24601","14/10/2017","h",1050000,NA,NA,2,1,1,NA,"5.3","Northern Metropolitan","11364"
"24602","14/10/2017","h",1150000,193,80,3,2,0,1880,"5.3","Northern Metropolitan","11364"
"24603","14/10/2017","h",2750000,634,0,3,2,4,1886,"5.3","Northern Metropolitan","11364"
"24604","14/10/2017","h",2000000,NA,NA,4,1,2,NA,"5.3","Northern Metropolitan","11364"
"24605","14/10/2017","u",585000,NA,NA,2,NA,NA,NA,"5.3","Northern Metropolitan","11364"
"24606","14/10/2017","u",510000,NA,NA,2,NA,NA,NA,"5.3","Northern Metropolitan","11364"
"24607","14/10/2017","t",878168,NA,193,4,2,1,2009,"11.2","Northern Metropolitan","2651"
"24608","14/10/2017","h",480500,NA,NA,2,NA,NA,NA,"11.2","Northern Metropolitan","2651"
"24609","14/10/2017","h",780000,570,123,3,1,1,1960,"11.2","Northern Metropolitan","2651"
"24610","14/10/2017","t",916000,304,NA,3,2,1,NA,"11.2","Northern Metropolitan","2651"
"24611","14/10/2017","h",NA,615,NA,3,1,1,NA,"12.3","Southern Metropolitan","3224"
"24612","14/10/2017","h",1828000,667,337,5,3,4,2017,"12.3","Southern Metropolitan","3224"
"24613","14/10/2017","h",NA,535,174,4,2,2,2014,"12.3","Southern Metropolitan","3224"
"24614","14/10/2017","h",NA,541,NA,4,3,2,1920,"12.3","Southern Metropolitan","3224"
"24615","14/10/2017","h",NA,720,112,3,1,1,1930,"12.3","Southern Metropolitan","2547"
"24616","14/10/2017","h",1356250,NA,116,3,1,1,1955,"15.5","South-Eastern Metropolitan","3692"
"24617","14/10/2017","h",590000,NA,179,4,2,2,2011,"43.3","Eastern Victoria","2768"
"24618","14/10/2017","h",1920000,659,NA,4,2,2,1920,"11.4","Southern Metropolitan","3578"
"24619","14/10/2017","t",1360000,NA,31,3,2,2,NA,"11.4","Southern Metropolitan","3578"
"24620","14/10/2017","h",520000,NA,NA,3,2,2,NA,"47.3","Eastern Victoria","17384"
"24621","14/10/2017","h",493000,648,166,3,2,2,2004,"47.3","Eastern Victoria","17384"
"24622","14/10/2017","h",1775000,791,NA,3,3,4,NA,"21.5","South-Eastern Metropolitan","5087"
"24623","14/10/2017","u",740000,NA,NA,2,NA,NA,NA,"21.5","South-Eastern Metropolitan","5087"
"24624","14/10/2017","h",NA,591,NA,3,1,2,NA,"21.5","South-Eastern Metropolitan","5087"
"24625","14/10/2017","u",512000,NA,NA,2,NA,NA,NA,"21.5","South-Eastern Metropolitan","5087"
"24626","14/10/2017","h",1620000,NA,NA,4,NA,NA,NA,"1.8","Northern Metropolitan","2309"
"24627","14/10/2017","u",650000,NA,NA,2,NA,NA,NA,"1.8","Northern Metropolitan","2309"
"24628","14/10/2017","t",800000,655,NA,3,2,2,NA,"8.5","Northern Metropolitan","7485"
"24629","14/10/2017","t",710000,1021,150,3,2,2,2003,"8.5","Northern Metropolitan","7485"
"24630","14/10/2017","t",686000,NA,NA,2,NA,NA,NA,"8.5","Northern Metropolitan","7485"
"24631","14/10/2017","h",1215000,NA,NA,3,2,2,NA,"8.5","Northern Metropolitan","7485"
"24632","14/10/2017","u",617500,NA,NA,2,NA,NA,NA,"8.5","Northern Metropolitan","7485"
"24633","14/10/2017","h",780000,568,NA,4,1,3,NA,"8.5","Northern Metropolitan","7485"
"24634","14/10/2017","h",631000,NA,125,4,2,2,2010,"14.7","Western Metropolitan","15542"
"24635","14/10/2017","h",NA,374,NA,5,3,2,NA,"14.7","Western Metropolitan","15542"
"24636","14/10/2017","h",711500,663,206,4,2,2,2010,"14.7","Western Metropolitan","15542"
"24637","14/10/2017","h",800000,700,232,4,3,2,2004,"14.7","Western Metropolitan","15542"
"24638","14/10/2017","h",622000,NA,NA,4,2,2,NA,"14.7","Western Metropolitan","15542"
"24639","14/10/2017","h",2926000,421,194,4,3,1,2015,"3.5","Southern Metropolitan","8648"
"24640","14/10/2017","h",1231000,134,0,2,1,NA,1890,"3.5","Southern Metropolitan","8648"
"24641","14/10/2017","h",548000,NA,NA,2,NA,NA,NA,"3.5","Southern Metropolitan","8648"
"24642","14/10/2017","h",2160000,391,194,4,2,3,2000,"3.5","Southern Metropolitan","8648"
"24643","14/10/2017","t",1190000,NA,NA,2,2,2,NA,"3.5","Southern Metropolitan","8648"
"24644","14/10/2017","u",480000,NA,NA,1,NA,NA,NA,"4.6","Southern Metropolitan","7717"
"24645","14/10/2017","u",NA,NA,NA,2,NA,NA,NA,"4.6","Southern Metropolitan","7717"
"24646","14/10/2017","u",540000,NA,NA,2,NA,NA,NA,"4.6","Southern Metropolitan","7717"
"24647","14/10/2017","u",673000,NA,74,2,1,1,1970,"4.6","Southern Metropolitan","7717"
"24648","14/10/2017","h",3250000,NA,200,3,2,2,1880,"4.6","Southern Metropolitan","7717"
"24649","14/10/2017","h",NA,NA,NA,3,1,1,NA,"4.6","Southern Metropolitan","7717"
"24650","14/10/2017","u",708000,NA,NA,2,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"24651","14/10/2017","t",695000,NA,NA,2,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"24652","14/10/2017","h",850000,455,100,3,1,2,1930,"8.4","Northern Metropolitan","14577"
"24653","14/10/2017","t",895000,NA,NA,3,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"24654","14/10/2017","h",NA,NA,NA,2,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"24655","14/10/2017","u",541000,NA,NA,2,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"24656","14/10/2017","h",678250,NA,NA,2,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"24657","14/10/2017","h",480000,NA,NA,2,NA,NA,NA,"12","Northern Metropolitan","21650"
"24658","14/10/2017","h",725000,289,120,4,2,2,2014,"12","Northern Metropolitan","21650"
"24659","14/10/2017","t",NA,NA,NA,2,NA,NA,NA,"12","Northern Metropolitan","21650"
"24660","14/10/2017","h",750000,644,NA,3,1,1,NA,"12","Northern Metropolitan","21650"
"24661","14/10/2017","h",921000,NA,133,3,2,4,1960,"12","Northern Metropolitan","21650"
"24662","14/10/2017","h",715000,NA,NA,3,1,2,NA,"12","Northern Metropolitan","21650"
"24663","14/10/2017","u",460000,NA,NA,2,NA,NA,NA,"12","Northern Metropolitan","21650"
"24664","14/10/2017","h",681000,NA,NA,2,NA,NA,NA,"12","Northern Metropolitan","21650"
"24665","14/10/2017","t",610000,NA,111,2,1,1,2016,"12","Northern Metropolitan","21650"
"24666","14/10/2017","h",960000,926,NA,4,3,4,NA,"12","Northern Metropolitan","21650"
"24667","14/10/2017","h",930000,750,NA,3,1,1,NA,"12","Northern Metropolitan","21650"
"24668","14/10/2017","u",565000,NA,NA,2,NA,NA,NA,"12","Northern Metropolitan","21650"
"24669","14/10/2017","h",1750000,351,162,4,2,2,1890,"2.4","Northern Metropolitan","14949"
"24670","14/10/2017","u",736000,NA,NA,2,NA,NA,NA,"2.4","Northern Metropolitan","14949"
"24671","14/10/2017","u",815500,NA,NA,2,NA,NA,NA,"2.4","Northern Metropolitan","14949"
"24672","14/10/2017","h",1270000,170,NA,2,1,NA,NA,"2.4","Northern Metropolitan","14949"
"24673","14/10/2017","t",1635000,NA,NA,3,2,1,NA,"2.4","Northern Metropolitan","14949"
"24674","14/10/2017","u",900000,NA,NA,2,NA,NA,NA,"2.4","Northern Metropolitan","14949"
"24675","14/10/2017","h",1625000,NA,NA,2,NA,NA,NA,"2.4","Northern Metropolitan","14949"
"24676","14/10/2017","h",1100000,190,156,3,2,0,1900,"2.4","Northern Metropolitan","14949"
"24677","14/10/2017","h",1525000,NA,154,3,2,2,2007,"2.4","Northern Metropolitan","14949"
"24678","14/10/2017","u",NA,NA,NA,1,NA,NA,NA,"2.4","Northern Metropolitan","14949"
"24679","14/10/2017","h",NA,187,NA,3,1,NA,NA,"2.4","Northern Metropolitan","14949"
"24680","14/10/2017","u",550000,NA,NA,2,NA,NA,NA,"19.9","Eastern Metropolitan","7785"
"24681","14/10/2017","h",NA,784,159,4,1,2,1970,"19.9","Eastern Metropolitan","7785"
"24682","14/10/2017","h",852000,535,NA,3,1,1,NA,"19.9","Eastern Metropolitan","7785"
"24683","14/10/2017","h",NA,681,NA,3,2,2,NA,"19.9","Eastern Metropolitan","7785"
"24684","14/10/2017","h",958000,656,NA,4,2,2,NA,"19.9","Eastern Metropolitan","7785"
"24685","14/10/2017","h",1306000,NA,202,5,2,4,1985,"19.9","Eastern Metropolitan","3619"
"24686","14/10/2017","h",620000,NA,NA,4,NA,NA,NA,"23.8","Western Metropolitan","538"
"24687","14/10/2017","h",950000,580,NA,3,2,2,NA,"8.9","Eastern Metropolitan","3540"
"24688","14/10/2017","t",1206000,NA,NA,3,NA,NA,NA,"8.9","Eastern Metropolitan","3540"
"24689","14/10/2017","h",1120000,NA,NA,4,2,1,NA,"8.9","Eastern Metropolitan","3540"
"24690","14/10/2017","h",865000,505,150,4,2,2,1994,"23.5","South-Eastern Metropolitan","11667"
"24691","14/10/2017","h",566000,NA,NA,4,2,2,2000,"20.6","Northern Metropolitan","5833"
"24692","14/10/2017","h",675000,517,318,5,3,2,1998,"20.6","Northern Metropolitan","5833"
"24693","14/10/2017","h",610000,487,NA,3,2,2,1998,"20.6","Northern Metropolitan","5833"
"24694","14/10/2017","h",NA,NA,NA,4,2,2,NA,"20.6","Northern Metropolitan","5833"
"24695","14/10/2017","h",797500,NA,NA,6,4,2,NA,"20.6","Northern Metropolitan","5833"
"24696","14/10/2017","h",890000,767,210,4,2,2,1970,"35.4","South-Eastern Metropolitan","8077"
"24697","14/10/2017","u",NA,NA,NA,3,2,2,NA,"35.4","South-Eastern Metropolitan","8077"
"24698","14/10/2017","h",NA,NA,NA,2,1,2,NA,"5.1","Western Metropolitan","2417"
"24699","14/10/2017","h",NA,446,141,4,1,2,1915,"6.2","Western Metropolitan","984"
"24700","14/10/2017","h",1800000,NA,NA,3,1,NA,NA,"1.9","Southern Metropolitan","5943"
"24701","14/10/2017","h",1805000,191,NA,3,2,NA,NA,"1.9","Southern Metropolitan","5943"
"24702","14/10/2017","u",NA,NA,NA,3,NA,NA,NA,"1.9","Southern Metropolitan","5943"
"24703","14/10/2017","t",1380000,NA,NA,3,2,1,2000,"1.9","Southern Metropolitan","5943"
"24704","14/10/2017","h",825000,NA,330,5,3,4,2003,"20.5","Northern Metropolitan","7969"
"24705","14/10/2017","h",666000,575,NA,4,2,2,NA,"20.5","Northern Metropolitan","7969"
"24706","14/10/2017","h",710000,588,175,4,2,2,2002,"20.5","Northern Metropolitan","7969"
"24707","14/10/2017","h",NA,604,262,4,2,2,2014,"20.5","Northern Metropolitan","7969"
"24708","14/10/2017","h",520000,552,147,3,2,2,2010,"20.5","Northern Metropolitan","7969"
"24709","14/10/2017","u",888000,NA,NA,2,NA,NA,NA,"2.7","Southern Metropolitan","14887"
"24710","14/10/2017","h",NA,161,92,2,1,0,1900,"2.7","Southern Metropolitan","14887"
"24711","14/10/2017","u",476000,NA,NA,3,NA,NA,NA,"14","Western Metropolitan","14042"
"24712","14/10/2017","h",715000,NA,NA,4,1,2,NA,"14","Western Metropolitan","14042"
"24713","14/10/2017","h",NA,NA,NA,3,1,2,NA,"14","Western Metropolitan","14042"
"24714","14/10/2017","h",675000,NA,NA,3,1,2,NA,"14","Western Metropolitan","14042"
"24715","14/10/2017","h",438000,NA,NA,2,NA,NA,NA,"14","Western Metropolitan","14042"
"24716","14/10/2017","h",530000,NA,NA,3,1,2,NA,"14","Western Metropolitan","14042"
"24717","14/10/2017","u",423000,NA,NA,2,NA,NA,NA,"14","Western Metropolitan","14042"
"24718","14/10/2017","h",669000,NA,NA,3,1,2,NA,"14","Western Metropolitan","14042"
"24719","14/10/2017","h",910000,778,NA,4,2,2,1985,"16.1","Eastern Metropolitan","915"
"24720","14/10/2017","u",680000,NA,NA,2,NA,NA,NA,"5","Southern Metropolitan","13240"
"24721","14/10/2017","u",NA,NA,NA,2,NA,NA,NA,"5","Southern Metropolitan","13240"
"24722","14/10/2017","u",NA,NA,36,2,1,NA,1960,"5","Southern Metropolitan","13240"
"24723","14/10/2017","h",2200000,NA,138,4,1,NA,1890,"5","Southern Metropolitan","13240"
"24724","14/10/2017","h",1100000,165,87,2,1,NA,1915,"5","Southern Metropolitan","13240"
"24725","14/10/2017","u",750000,NA,NA,3,NA,NA,NA,"8.2","Western Metropolitan","3284"
"24726","14/10/2017","h",1310000,738,174,4,2,1,1960,"8.2","Western Metropolitan","3284"
"24727","14/10/2017","h",1310000,696,131,4,2,2,1980,"8.2","Western Metropolitan","3284"
"24728","14/10/2017","h",1380000,NA,NA,3,1,2,NA,"8.2","Western Metropolitan","3284"
"24729","14/10/2017","h",1485000,NA,192,3,2,0,1935,"8.2","Western Metropolitan","3284"
"24730","14/10/2017","h",470000,NA,NA,3,NA,NA,NA,"31.7","Western Metropolitan","14092"
"24731","14/10/2017","h",555000,739,NA,3,2,NA,2000,"31.7","Western Metropolitan","14092"
"24732","14/10/2017","h",480000,NA,NA,3,2,3,NA,"31.7","Western Metropolitan","14092"
"24733","14/10/2017","h",650000,NA,NA,3,2,4,NA,"31.7","Western Metropolitan","14092"
"24734","14/10/2017","u",764000,NA,129,3,2,1,2014,"10.5","Western Metropolitan","3755"
"24735","14/10/2017","h",750000,561,114,5,3,3,1960,"10.5","Western Metropolitan","4217"
"24736","14/10/2017","h",555000,NA,NA,3,NA,NA,NA,"10.5","Western Metropolitan","4217"
"24737","14/10/2017","u",385000,NA,92,2,2,2,2009,"10.5","Western Metropolitan","6763"
"24738","14/10/2017","h",590000,613,110,3,1,0,1970,"10.5","Western Metropolitan","6763"
"24739","14/10/2017","h",765000,664,133,3,1,2,1970,"10.5","Western Metropolitan","6763"
"24740","14/10/2017","t",NA,398,183,4,2,2,2013,"10.2","Southern Metropolitan","5457"
"24741","14/10/2017","u",695000,NA,NA,2,NA,NA,NA,"10.2","Southern Metropolitan","5457"
"24742","14/10/2017","t",1280000,NA,NA,3,NA,NA,NA,"10.2","Southern Metropolitan","5457"
"24743","14/10/2017","t",1105000,NA,NA,4,NA,NA,NA,"10.2","Southern Metropolitan","5457"
"24744","14/10/2017","u",824000,NA,NA,3,NA,NA,NA,"10.2","Southern Metropolitan","5457"
"24745","14/10/2017","h",535000,448,115,3,2,2,NA,"18.4","Western Metropolitan","10160"
"24746","14/10/2017","h",621000,NA,228,4,2,2,2008,"18.4","Western Metropolitan","10160"
"24747","14/10/2017","h",746000,NA,NA,3,2,2,NA,"15.5","Western Metropolitan","5336"
"24748","14/10/2017","h",780000,997,297,4,2,2,2000,"15.5","Western Metropolitan","5336"
"24749","14/10/2017","h",1450000,670,NA,4,3,2,NA,"15.5","Eastern Metropolitan","6202"
"24750","14/10/2017","h",1350000,NA,NA,5,NA,NA,NA,"15.5","Eastern Metropolitan","6202"
"24751","14/10/2017","u",NA,NA,103,2,1,1,1987,"15.5","Eastern Metropolitan","6202"
"24752","14/10/2017","h",1100000,NA,NA,4,NA,NA,NA,"12.4","Eastern Metropolitan","5420"
"24753","14/10/2017","h",1350000,840,NA,4,2,2,NA,"12.4","Eastern Metropolitan","5420"
"24754","14/10/2017","h",850000,666,97,3,2,2,1975,"15.3","Northern Metropolitan","7955"
"24755","14/10/2017","h",720000,706,135,3,1,4,1960,"15.3","Northern Metropolitan","7955"
"24756","14/10/2017","h",750000,527,NA,4,2,2,NA,"15.3","Northern Metropolitan","7955"
"24757","14/10/2017","h",655000,682,NA,3,2,3,1975,"15.3","Northern Metropolitan","7955"
"24758","14/10/2017","h",NA,NA,122,3,1,2,1950,"7","Northern Metropolitan","8870"
"24759","14/10/2017","h",1370000,353,110,3,1,1,1920,"7","Northern Metropolitan","8870"
"24760","14/10/2017","u",377000,NA,NA,1,NA,NA,NA,"7","Northern Metropolitan","8870"
"24761","14/10/2017","u",669000,NA,NA,2,NA,NA,NA,"7","Northern Metropolitan","8870"
"24762","14/10/2017","t",885000,NA,NA,2,2,1,NA,"7","Northern Metropolitan","8870"
"24763","14/10/2017","h",1105000,256,97,2,2,1,NA,"7","Northern Metropolitan","8870"
"24764","14/10/2017","t",750000,NA,NA,2,2,1,NA,"7","Northern Metropolitan","8870"
"24765","14/10/2017","t",750000,NA,NA,2,2,2,NA,"7","Northern Metropolitan","8870"
"24766","14/10/2017","u",692000,NA,NA,2,NA,NA,NA,"4.1","Southern Metropolitan","7217"
"24767","14/10/2017","h",NA,NA,NA,4,2,1,NA,"4.1","Southern Metropolitan","7217"
"24768","14/10/2017","u",940000,NA,NA,3,NA,NA,NA,"4.1","Southern Metropolitan","7217"
"24769","14/10/2017","u",902000,NA,NA,3,NA,NA,NA,"4.1","Southern Metropolitan","7217"
"24770","14/10/2017","h",735000,634,191,4,2,2,1981,"12.9","Western Metropolitan","3296"
"24771","14/10/2017","h",650000,NA,NA,4,NA,NA,NA,"12.9","Western Metropolitan","3296"
"24772","14/10/2017","h",905000,NA,123,3,1,1,1960,"17.2","Eastern Metropolitan","4181"
"24773","14/10/2017","h",1020000,668,NA,4,2,2,NA,"17.2","Eastern Metropolitan","4280"
"24774","14/10/2017","h",1080000,651,NA,4,2,2,NA,"8.9","Eastern Metropolitan","2698"
"24775","14/10/2017","h",1240000,696,155,4,2,1,1960,"8.9","Eastern Metropolitan","2698"
"24776","14/10/2017","h",930000,654,NA,3,1,1,NA,"8.9","Eastern Metropolitan","2698"
"24777","14/10/2017","u",NA,NA,NA,3,NA,NA,NA,"14.7","Eastern Metropolitan","5424"
"24778","14/10/2017","h",1430000,1354,NA,5,3,5,NA,"14.7","Eastern Metropolitan","5424"
"24779","14/10/2017","h",1003000,645,250,4,2,2,1988,"14.7","Eastern Metropolitan","5424"
"24780","14/10/2017","h",1490500,757,NA,4,2,2,NA,"14.7","Eastern Metropolitan","5424"
"24781","14/10/2017","h",945000,767,166,3,2,2,1967,"14.7","Eastern Metropolitan","7082"
"24782","14/10/2017","h",NA,348,205,3,2,2,2011,"21.5","South-Eastern Metropolitan","709"
"24783","14/10/2017","u",545000,NA,NA,2,NA,NA,NA,"14.5","Northern Metropolitan","2329"
"24784","14/10/2017","h",800000,NA,99,3,1,1,1960,"14.5","Northern Metropolitan","2329"
"24785","14/10/2017","h",855000,535,NA,3,1,2,NA,"14.5","Northern Metropolitan","2329"
"24786","14/10/2017","h",468000,447,NA,3,2,2,NA,"14.7","Western Metropolitan","16166"
"24787","14/10/2017","h",506000,NA,126,4,2,2,1992,"14.7","Western Metropolitan","16166"
"24788","14/10/2017","h",NA,689,180,5,2,2,1995,"14.7","Western Metropolitan","16166"
"24789","14/10/2017","h",NA,532,NA,4,2,0,NA,"14.7","Western Metropolitan","16166"
"24790","14/10/2017","h",510000,538,104,3,1,1,1962,"14.7","Western Metropolitan","16166"
"24791","14/10/2017","u",383000,NA,NA,2,NA,NA,NA,"6.4","Western Metropolitan","5058"
"24792","14/10/2017","t",733000,NA,NA,3,NA,NA,NA,"6.4","Western Metropolitan","5058"
"24793","14/10/2017","h",942500,NA,NA,3,1,2,NA,"6.4","Western Metropolitan","5058"
"24794","14/10/2017","h",2371000,214,169,4,2,1,1890,"3.1","Northern Metropolitan","2230"
"24795","14/10/2017","h",892250,914,NA,8,4,4,NA,"16.5","Northern Metropolitan","2474"
"24796","14/10/2017","h",620000,531,129,3,1,2,1980,"16.5","Northern Metropolitan","2474"
"24797","14/10/2017","t",1160000,NA,NA,4,NA,NA,NA,"16.7","South-Eastern Metropolitan","7392"
"24798","14/10/2017","h",1070000,NA,119,3,1,2,1970,"16.7","South-Eastern Metropolitan","7392"
